name;probability
org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetCategoryCount();0.0887
org.jfree.chart.plot.CategoryPlotTest.testRangeMarkerIndices();0.6078
org.jfree.chart.plot.dial.DialPlotTest.testSerialization();0.1929
org.jfree.data.time.MonthTest.testDateConstructorWithThreadLocalCalendar();0.1150
org.jfree.data.time.WeekTest.testW52Y9999Next();0.2505
org.jfree.data.xy.XYSeriesTest.testAddOrUpdate();0.2338
org.jfree.data.time.MonthTest.testNextPreviousWithCustomCalendar(int,java.util.function.Consumer);0.7948
org.jfree.data.time.SecondTest.testGetLastMillisecondWithTimeZone();0.3740
org.jfree.chart.renderer.AreaRendererEndTypeTest.testSerialization();0.1929
org.jfree.chart.title.CompositeTitleTest.testConstructor();0.2338
org.jfree.data.statistics.RegressionTest.testPowerRegression2b();0.3506
org.jfree.data.time.ohlc.OHLCSeriesTest.testAdditionOfDuplicatePeriod();0.2338
org.jfree.chart.annotations.XYLineAnnotationTest.testHashCode();0.0626
org.jfree.chart.plot.compass.MiddlePinNeedleTest.testSerialization();0.1929
org.jfree.chart.labels.HighLowItemLabelGeneratorTest.testCloning();0.0234
org.jfree.data.time.SimpleTimePeriodTest.testEqualsSelf();0.1181
org.jfree.data.xy.DefaultWindDatasetTest.testIndexOf();0.4000
org.jfree.chart.plot.FastScatterPlotTest.testEquals();0.5143
org.jfree.data.xy.XYSeriesTest.testUpdateByIndex3();0.3317
org.jfree.chart.renderer.category.StatisticalLineAndShapeRendererTest.testSerialization();0.1929
org.jfree.data.xy.XYSeriesCollectionTest.testConstructor();0.2338
org.jfree.chart.entity.CategoryItemEntityTest.testEquals();0.5143
org.jfree.chart.annotations.XYBoxAnnotationTest.testPublicCloneable();0.1173
org.jfree.data.time.MonthTest.testNextPreviousWithThreadLocalCalendar();0.1150
org.jfree.chart.plot.XYPlotTest.testDrawRangeGridlines();0.4208
org.jfree.chart.plot.CategoryPlotTest.testSerialization5();0.3506
org.jfree.chart.labels.StandardFlowLabelGeneratorTest.testEquals();0.5143
org.jfree.chart.plot.XYPlotTest.testAddDomainMarker();0.2357
org.jfree.chart.labels.StandardCategoryToolTipGeneratorTest.testEquals1481087();0.0515
org.jfree.data.statistics.SimpleHistogramBinTest.testOverlapsWidth();0.3740
org.jfree.chart.renderer.xy.XYErrorRendererTest.testPublicCloneable();0.1173
org.jfree.chart.labels.BoxAndWhiskerToolTipGeneratorTest.testEquals();0.5143
org.jfree.chart.ScatterPlotTest.testReplaceDataset();0.6545
org.jfree.chart.labels.BoxAndWhiskerToolTipGeneratorTest.testCloning();0.0234
org.jfree.data.time.QuarterTest.testGetFirstMillisecondWithCalendar();0.3273
org.jfree.data.time.TimeSeriesTest.testCreateCopy1();0.3273
org.jfree.data.KeyedObjectsTest.testSetObject();0.3740
org.jfree.data.time.TimePeriodValueTest.testSerialization();0.1929
org.jfree.data.xy.XIntervalSeriesTest.testIndexOf();0.4000
org.jfree.data.general.DatasetUtilsTest.testFindStackedRangeBoundsForTableXYDataset2();0.1374
org.jfree.data.time.TimePeriodValueTest.testGeneral();0.1636
org.jfree.chart.renderer.xy.XYStepAreaRendererTest.testHashcode();0.0430
org.jfree.data.DefaultKeyedValuesTest.testSortByValueDescending();0.4442
org.jfree.data.xy.DefaultXYZDatasetTest.testGetSeriesKey();0.4442
org.jfree.data.xy.XYIntervalSeriesCollectionTest.testPublicCloneable();0.1173
org.jfree.data.general.DatasetUtilsTest.testBug2849731();0.2104
org.jfree.chart.plot.XYPlotTest.testCloning3();0.3273
org.jfree.chart.plot.CategoryMarkerTest.testGetSetDrawAsLine();0.2374
org.jfree.data.xy.DefaultIntervalXYDatasetTest.testGetEndYValue();0.1914
org.jfree.data.time.TimeSeriesTest.testDelete2();0.2338
org.jfree.chart.renderer.xy.XYAreaRendererTest.testGetLegendItemSeriesIndex();0.4442
org.jfree.chart.axis.CategoryLabelPositionTest.testHashCode();0.0626
org.jfree.data.xy.VectorTest.testEquals();0.5143
org.jfree.chart.renderer.category.StackedAreaRendererTest.testPublicCloneable();0.1173
org.jfree.data.xy.DefaultIntervalXYDatasetTest.testGetStartYValue();0.2382
org.jfree.data.general.DatasetUtilsTest.testFindMaximumRangeValue();0.1668
org.jfree.data.time.TimeSeriesTest.testRemoveAgedItems3();0.2805
org.jfree.data.time.HourTest.testGetSerialIndex();0.0853
org.jfree.data.RangeTest.testCombine();0.0935
org.jfree.chart.block.EmptyBlockTest.testCloning();0.0234
org.jfree.data.general.DatasetUtilsTest.testFindRangeBounds();0.3273
org.jfree.chart.plot.flow.FlowPlotTest.testCloning();0.0234
org.jfree.chart.renderer.xy.XYDotRendererTest.testGetLegendItemSeriesIndex();0.4442
org.jfree.chart.plot.dial.DialPlotTest.testEquals();0.5143
org.jfree.chart.axis.ModuloAxisTest.testEquals();0.5143
org.jfree.data.KeyedObjectsTest.testGetKey();0.3273
org.jfree.chart.plot.CategoryPlotTest.testGetRangeAxisIndex();0.4208
org.jfree.chart.MeterChartTest.testDrawWithNullInfo();0.3039
org.jfree.chart.plot.dial.StandardDialFrameTest.testHashCode();0.0626
org.jfree.chart.renderer.xy.XYBoxAndWhiskerRendererTest.testCloning();0.0234
org.jfree.chart.axis.DateAxisTest.testPreviousStandardDateMillisecondB();0.3065
org.jfree.data.xy.MatrixSeriesCollectionTest.testEquals();0.5143
org.jfree.chart.plot.dial.StandardDialScaleTest.testEquals();0.5143
org.jfree.chart.urls.StandardCategoryURLGeneratorTest.testEquals();0.5143
org.jfree.chart.renderer.xy.XYErrorRendererTest.testHashcode();0.0430
org.jfree.chart.legend.LegendTitleTest.testCloning();0.0234
org.jfree.chart.renderer.xy.XYSplineRendererTest.testSerialization();0.1929
org.jfree.chart.renderer.xy.XYBubbleRendererTest.testEquals();0.5143
org.jfree.data.DefaultKeyedValuesTest.testInsertValue();0.2571
org.jfree.data.xy.XYSeriesTest.testAddOrUpdate2();0.3532
org.jfree.chart.renderer.xy.XYAreaRendererTest.testSerialization();0.1929
org.jfree.data.DefaultKeyedValues2DTest.testRemoveValue();0.3039
org.jfree.chart.plot.compass.PinNeedleTest.testCloning();0.0234
org.jfree.data.xy.XYSeriesTest.testIndexOf();0.4000
org.jfree.data.time.SecondTest.testGetFirstMillisecond();0.0519
org.jfree.chart.renderer.xy.HighLowRendererTest.testCloning();0.0234
org.jfree.chart.renderer.category.StatisticalLineAndShapeRendererTest.testCloning();0.0234
org.jfree.chart.labels.StandardXYItemLabelGeneratorTest.testEquals();0.5143
org.jfree.chart.annotations.XYDrawableAnnotationTest.testEquals();0.5143
org.jfree.chart.labels.BoxAndWhiskerXYToolTipGeneratorTest.testEquals();0.5143
org.jfree.data.time.MonthTest.testEquals();0.5143
org.jfree.data.xy.VectorSeriesTest.testIndexOf();0.4000
org.jfree.chart.annotations.XYPolygonAnnotationTest.testPublicCloneable();0.1173
org.jfree.data.time.MillisecondTest.testDateConstructorWithCalendarPrototype();0.0683
org.jfree.data.ComparableObjectItemTest.testEquals();0.5143
org.jfree.chart.plot.SpiderWebPlotTest.testCloning();0.0234
org.jfree.chart.renderer.RendererUtilsTest.testFindLiveItemsUpperBound_Unordered();0.2805
org.jfree.chart.labels.MultipleXYSeriesLabelGeneratorTest.testEquals();0.5143
org.jfree.chart.plot.pie.PiePlotTest.testGetLegendItems();0.3273
org.jfree.chart.urls.StandardPieURLGeneratorTest.testPublicCloneable();0.1173
org.jfree.chart.labels.IntervalCategoryToolTipGeneratorTest.testEquals();0.5143
org.jfree.data.KeyedObjectTest.testCloning();0.0234
org.jfree.data.xy.XYSeriesTest.testIndexOf3();0.3827
org.jfree.chart.labels.IntervalCategoryItemLabelGeneratorTest.testEquals();0.5143
org.jfree.chart.urls.CustomPieURLGeneratorTest.testPublicCloneable();0.1173
org.jfree.chart.renderer.xy.AbstractXYItemRendererTest.testCloning_LegendItemURLGenerator();0.2338
org.jfree.data.xy.VectorSeriesTest.testIndexOf2();0.6312
org.jfree.data.time.TimeSeriesTest.testClone();0.1913
org.jfree.data.time.QuarterTest.testQ1Y1900Previous();0.3743
org.jfree.chart.plot.XYPlotTest.testRendererIndices();0.3740
org.jfree.chart.renderer.xy.StandardXYItemRendererTest.testSerialization();0.1929
org.jfree.chart.renderer.RendererUtilsTest.testFindLiveItemsLowerBound_Descending();0.6312
org.jfree.chart.block.FlowArrangementTest.testEquals();0.5143
org.jfree.chart.renderer.xy.VectorRendererTest.testSerialization();0.1929
org.jfree.chart.axis.AxisTest.testEquals();0.5143
org.jfree.data.time.WeekTest.testBug134();0.3599
org.jfree.data.xy.YIntervalSeriesTest.testIndexOf2();0.6312
org.jfree.data.time.MinuteTest.testGetLastMillisecond();0.0627
org.jfree.chart.renderer.xy.StackedXYAreaRendererTest.testFindRangeBounds();0.3273
org.jfree.data.function.PolynomialFunction2DTest.testEquals();0.5143
org.jfree.data.time.TimePeriodValuesTest.testGetMinStartIndex();0.1870
org.jfree.data.time.ohlc.OHLCSeriesTest.testSerialization();0.1929
org.jfree.data.xy.XYSeriesCollectionTest.testGetDomainBounds();0.3974
org.jfree.chart.StackedAreaChartTest.testReplaceDataset();0.6545
org.jfree.data.KeyToGroupMapTest.testCloning();0.0234
org.jfree.chart.plot.XYPlotTest.testGetLegendItems();0.3273
org.jfree.chart.axis.PeriodAxisTest.testEquals();0.5143
org.jfree.data.xy.XYIntervalTest.testSerialization();0.1929
org.jfree.chart.plot.CombinedDomainXYPlotTest.testSerialization();0.1929
org.jfree.data.time.MillisecondTest.testDateConstructorWithCustomCalendar(int,java.util.function.Consumer);0.7013
org.jfree.chart.block.GridArrangementTest.testNullBlock_FN();0.1187
org.jfree.chart.renderer.category.WaterfallBarRendererTest.testSerialization();0.1929
org.jfree.data.statistics.StatisticsTest.testCorrelation1();0.1463
org.jfree.data.ComparableObjectSeriesTest.testEquals();0.5143
org.jfree.data.time.SecondTest.testDateConstructorWithThreadLocalCalendar();0.1150
org.jfree.data.flow.NodeKeyTest.testCloning();0.0234
org.jfree.chart.renderer.AbstractRendererTest.testEquals();0.5143
org.jfree.data.statistics.MeanAndStandardDeviationTest.testCloning();0.0234
org.jfree.data.time.FixedMillisecondTest.testImmutability();0.1415
org.jfree.data.flow.NodeKeyTest.testEquals();0.5143
org.jfree.chart.plot.XYPlotTest.testEquals_ObjectList5();0.1463
org.jfree.chart.renderer.xy.GradientXYBarPainterTest.testEquals();0.5143
org.jfree.data.time.YearTest.testGetLastMillisecondWithTimeZone();0.3740
org.jfree.chart.plot.PolarPlotTest.testTranslateToJava2D_LogAxis();0.5610
org.jfree.data.xy.XYCoordinateTest.testHashcode();0.0430
org.jfree.chart.plot.dial.DialPointerTest.testEqualsPin();0.0761
org.jfree.data.RangeTest.testExpand();0.1403
org.jfree.chart.entity.XYItemEntityTest.testCloning();0.0234
org.jfree.chart.axis.QuarterDateFormatTest.testSerialization();0.1929
org.jfree.data.time.QuarterTest.testSerialization();0.1929
org.jfree.chart.labels.IntervalCategoryToolTipGeneratorTest.testPublicCloneable();0.1173
org.jfree.data.time.MonthTest.testMonthYearConstructorWithCalendarPrototype();0.0683
org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetValue();0.1870
org.jfree.chart.plot.CombinedRangeXYPlotTest.testEquals();0.5143
org.jfree.chart.text.format.RelativeDateFormatTest.testNegative();0.0700
org.jfree.data.time.TimeSeriesCollectionTest.testGetRangeBounds2();0.3506
org.jfree.data.time.QuarterTest.testDateConstructor1();0.1636
org.jfree.chart.labels.BoxAndWhiskerToolTipGeneratorTest.testPublicCloneable();0.1173
org.jfree.chart.axis.CategoryAnchorTest.testHashCode();0.0626
org.jfree.chart.urls.CustomXYURLGeneratorTest.testEquals();0.5143
org.jfree.data.time.MillisecondTest.testNextPreviousWithThreadLocalCalendar();0.1150
org.jfree.data.KeyToGroupMapTest.testSerialization();0.1929
org.jfree.data.xy.YIntervalSeriesTest.testAdd();0.3532
org.jfree.chart.plot.dial.StandardDialFrameTest.testCloning();0.0234
org.jfree.chart.renderer.GrayPaintScaleTest.testCloning();0.0234
org.jfree.data.xy.DefaultIntervalXYDatasetTest.testAddSeries();0.5610
org.jfree.chart.block.ColorBlockTest.testEquals();0.5143
org.jfree.chart.renderer.category.StatisticalLineAndShapeRendererTest.testHashcode();0.0430
org.jfree.data.xy.YIntervalDataItemTest.testEquals();0.5143
org.jfree.chart.renderer.xy.CandlestickRendererTest.testFindRangeBounds();0.3273
org.jfree.data.general.DatasetUtilsTest.testIterateRangeBounds2();0.3273
org.jfree.data.time.TimeTableXYDatasetTest.testStandard();0.2597
org.jfree.chart.annotations.XYShapeAnnotationTest.testPublicCloneable();0.1173
org.jfree.chart.renderer.category.LayeredBarRendererTest.testSerialization();0.1929
org.jfree.data.time.MinuteTest.test1611872();0.1820
org.jfree.chart.renderer.xy.XYBubbleRendererTest.testPublicCloneable();0.1173
org.jfree.data.xy.VectorTest.testCloning();0.0234
org.jfree.data.time.MinuteTest.testGetStart();0.0043
org.jfree.chart.renderer.xy.XYAreaRendererTest.testDrawWithNullInfo();0.3039
org.jfree.data.time.DayTest.testGetStart();0.0043
org.jfree.chart.renderer.xy.XYLineAndShapeRendererTest.testFindRangeBounds();0.3273
org.jfree.data.time.YearTest.testGetLastMillisecond();0.0627
org.jfree.chart.labels.BoxAndWhiskerToolTipGeneratorTest.testSerialization();0.1929
org.jfree.data.xy.DefaultIntervalXYDatasetTest.testPublicCloneable();0.1173
org.jfree.chart.text.format.LogFormatTest.testSerialization();0.1929
org.jfree.chart.axis.SymbolAxisTest.testEquals();0.5143
org.jfree.data.statistics.StatisticsTest.testCalculateMedian2();0.1213
org.jfree.chart.plot.flow.FlowPlotTest.testIndependence(org.jfree.chart.plot.flow.FlowPlot,org.jfree.chart.plot.flow.FlowPlot);0.3740
org.jfree.data.xy.DefaultOHLCDatasetTest.testSerialization();0.1929
org.jfree.data.flow.FlowKeyTest.testCloning();0.0234
org.jfree.data.xy.YIntervalSeriesCollectionTest.testCloning();0.0234
org.jfree.data.time.SecondTest.testGetEnd();0.0374
org.jfree.chart.text.format.RelativeDateFormatTest.testFormat();0.1063
org.jfree.data.category.DefaultCategoryDatasetTest.testAddValue();0.2104
org.jfree.chart.plot.dial.StandardDialFrameTest.testSerialization();0.1929
org.jfree.data.time.QuarterTest.testGetStart();0.0043
org.jfree.chart.plot.compass.LineNeedleTest.testEquals();0.5143
org.jfree.chart.renderer.xy.ClusteredXYBarRendererTest.testSerialization();0.1929
org.jfree.chart.renderer.xy.XYLineAndShapeRendererTest.testGetLegendItemSeriesIndex();0.4442
org.jfree.data.time.MonthTest.testMonthYearConstructorWithCustomCalendar(int,java.util.function.Consumer);0.5143
org.jfree.data.time.MonthTest.testGetEnd();0.0374
org.jfree.chart.plot.MarkerTest.testGetSetPaint();0.4208
org.jfree.data.gantt.SlidingGanttCategoryDatasetTest.testKeys();0.5143
org.jfree.data.time.TimePeriodValuesTest.testClone();0.1913
org.jfree.chart.plot.dial.StandardDialRangeTest.testSerialization();0.1929
org.jfree.chart.renderer.category.GroupedStackedBarRendererTest.testCloning();0.0234
org.jfree.chart.renderer.category.LayeredBarRendererTest.testCloning();0.0234
org.jfree.data.time.MillisecondTest.test943985();0.1329
org.jfree.data.general.DatasetUtilsTest.testStackedRangeWithMap();0.1955
org.jfree.chart.renderer.category.BoxAndWhiskerRendererTest.testSerialization();0.1929
org.jfree.chart.plot.CombinedRangeCategoryPlotTest.testRemoveSubplot();0.1913
org.jfree.data.xy.XYIntervalSeriesTest.testRemove();0.2831
org.jfree.chart.plot.compass.ShipNeedleTest.testCloning();0.0234
org.jfree.chart.labels.ItemLabelPositionTest.testEquals();0.5143
org.jfree.chart.labels.SymbolicXYItemLabelGeneratorTest.testSerialization();0.1929
org.jfree.chart.plot.CategoryPlotTest.testEquals_ObjectList5();0.1463
org.jfree.chart.axis.DateAxisTest.testHashCode();0.0626
org.jfree.chart.swing.ChartPanelTest.test2502355_zoomOutDomain();0.3974
org.jfree.chart.plot.compass.LineNeedleTest.testSerialization();0.1929
org.jfree.chart.imagemap.StandardURLTagFragmentGeneratorTest.testGenerateURLFragment();0.0935
org.jfree.chart.plot.dial.StandardDialRangeTest.testEquals();0.5143
org.jfree.chart.axis.DateAxisTest.testPreviousStandardDateHourB();0.3740
org.jfree.data.time.DayTest.testNextPreviousWithThreadLocalCalendar();0.1150
org.jfree.chart.swing.ChartPanelTest.test2502355_restoreAutoDomainBounds();0.3039
org.jfree.chart.renderer.xy.XYDifferenceRendererTest.testEquals();0.5143
org.jfree.data.time.MinuteTest.testDateConstructorWithThreadLocalCalendar();0.1150
org.jfree.data.time.HourTest.testHourDayConstructorWithCustomCalendar(int,java.util.function.Consumer);0.5610
org.jfree.data.xy.XYSeriesTest.testGetMaxY();0.1636
org.jfree.chart.axis.ModuloAxisTest.testSerialization();0.1929
org.jfree.chart.axis.LogAxisTest.testXYAutoRange1();0.6779
org.jfree.data.general.DatasetUtilsTest.testFindRangeBounds2();0.4675
org.jfree.chart.urls.CustomCategoryURLGeneratorTest.testSerialization();0.1929
org.jfree.chart.renderer.xy.XYErrorRendererTest.testEquals();0.5143
org.jfree.chart.renderer.category.LayeredBarRendererTest.testHashcode();0.0430
org.jfree.chart.block.LineBorderTest.testEquals();0.5143
org.jfree.chart.plot.XYPlotTest.testGetRangeAxisForDataset();0.2805
org.jfree.data.DefaultKeyedValues2DTest.testRowCount();0.2892
org.jfree.data.time.HourTest.testGetLastMillisecondWithCalendar();0.1636
org.jfree.chart.renderer.category.LineAndShapeRendererTest.testGetLegendItemSeriesIndex();0.4442
org.jfree.data.general.DatasetUtilsTest.testIterateToFindRangeBounds1_XYDataset();0.1403
org.jfree.chart.JFreeChartTest.testAddSubtitle();0.3039
org.jfree.chart.renderer.xy.XYBubbleRendererTest.testCloning();0.0234
org.jfree.data.xy.XYDataItemTest.testEquals();0.5143
org.jfree.data.time.WeekTest.testNotCloneable();0.1322
org.jfree.data.time.HourTest.testEqualsSelf();0.1181
org.jfree.chart.annotations.XYPolygonAnnotationTest.testHashCode();0.0626
org.jfree.data.statistics.BoxAndWhiskerCalculatorTest.testCalculateQ1();0.2805
org.jfree.chart.renderer.DefaultPolarItemRendererTest.testSerialization();0.1929
org.jfree.data.statistics.HistogramDatasetTest.testAddSeries();0.5610
org.jfree.data.xy.XYSeriesTest.testHashCode();0.0626
org.jfree.data.time.TimeSeriesTest.testAdd();0.3532
org.jfree.data.category.CategoryToPieDatasetTest.testEquals();0.5143
org.jfree.chart.plot.MarkerTest.testGetSetAlpha();0.0468
org.jfree.chart.renderer.xy.XYBarRendererTest.testFindDomainBounds2();0.3740
org.jfree.chart.axis.CategoryTickTest.testHashCode();0.0626
org.jfree.chart.labels.StandardXYSeriesLabelGeneratorTest.testPublicCloneable();0.1173
org.jfree.chart.renderer.category.BoxAndWhiskerRendererTest.testPublicCloneable();0.1173
org.jfree.data.time.MonthTest.testGetFirstMillisecondWithCalendar();0.3273
org.jfree.chart.internal.ShapeUtilsTest.testEqualsEllipse2D();0.0727
org.jfree.data.time.QuarterTest.testDateConstructorWithThreadLocalCalendar();0.1150
org.jfree.chart.annotations.XYTitleAnnotationTest.testHashCode();0.0626
org.jfree.data.function.PowerFunction2DTest.testSerialization();0.1929
org.jfree.data.time.TimeSeriesTest.testFindValueRange2();0.2122
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDatasetTest.testSerialization();0.1929
org.jfree.data.time.YearTest.testNext();0.3273
org.jfree.chart.plot.compass.ArrowNeedleTest.testEquals();0.5143
org.jfree.chart.renderer.LookupPaintScaleTest.testConstructor1();0.1713
org.jfree.data.xy.XYSeriesTest.testGetMinY();0.1636
org.jfree.chart.axis.ValueAxisTest.testCloning();0.0234
org.jfree.data.xy.DefaultOHLCDatasetTest.testCloning();0.0234
org.jfree.data.time.MonthTest.testMonthYearConstructorWithThreadLocalCalendar();0.1150
org.jfree.data.gantt.TaskSeriesCollectionTest.test697153();0.1870
org.jfree.chart.WaterfallChartTest.testDrawWithNullInfo();0.3039
org.jfree.chart.JFreeChartTest.testSerialization2();0.2470
org.jfree.chart.renderer.xy.XYStepRendererTest.testEquals();0.5143
org.jfree.chart.renderer.category.IntervalBarRendererTest.testEquals();0.5143
org.jfree.chart.plot.dial.StandardDialFrameTest.testEquals();0.5143
org.jfree.chart.LineChartTest.testSetSeriesToolTipGenerator();0.4196
org.jfree.data.statistics.BoxAndWhiskerItemTest.testSerialization();0.1929
org.jfree.chart.axis.CategoryAxisTest.testCloning();0.0234
org.jfree.data.xy.XYIntervalSeriesTest.testIndexOf();0.4000
org.jfree.chart.annotations.XYTitleAnnotationTest.testEquals();0.5143
org.jfree.chart.axis.PeriodAxisTest.test2490803();0.3740
org.jfree.data.xy.XIntervalSeriesCollectionTest.testRemoveSeries();0.5143
org.jfree.chart.labels.IntervalCategoryToolTipGeneratorTest.testSerialization();0.1929
org.jfree.data.time.MinuteTest.testSerialization();0.1929
org.jfree.chart.plot.CombinedDomainCategoryPlotTest.testRemoveSubplot();0.1913
org.jfree.chart.entity.StandardEntityCollectionTest.testSerialization();0.1929
org.jfree.data.time.DayTest.testDMYConstructorWithThreadLocalCalendar();0.1150
org.jfree.chart.plot.flow.FlowPlotTest.testSerialization();0.1929
org.jfree.chart.renderer.category.StackedBarRendererTest.testHashCode();0.0626
org.jfree.chart.plot.MeterPlotTest.testEquals();0.5143
org.jfree.data.time.TimeSeriesTest.testEquals2();0.0515
org.jfree.chart.renderer.category.AbstractCategoryItemRendererTest.testCloning2();0.5610
org.jfree.data.xy.XYIntervalSeriesCollectionTest.testRemoveSeries();0.5143
org.jfree.chart.axis.NumberAxisTest.testAutoRange3();0.6545
org.jfree.data.time.WeekTest.testWeekYearConstructorWithCustomCalendar(int,java.lang.String,int,java.util.function.BiConsumer);0.6608
org.jfree.chart.axis.CyclicNumberAxisTest.testHashCode();0.0626
org.jfree.data.time.MillisecondTest.testDateConstructorWithThreadLocalCalendar();0.1150
org.jfree.chart.StackedAreaChartTest.testSetSeriesURLGenerator();0.3572
org.jfree.data.xy.DefaultTableXYDatasetTest.testAddSeries();0.5610
org.jfree.chart.plot.PlotRenderingInfoTest.testCloning();0.0234
org.jfree.data.xy.YIntervalSeriesTest.testEquals();0.5143
org.jfree.data.general.DatasetUtilsTest.testCumulativeRange_NaN();0.3992
org.jfree.data.time.MillisecondTest.testGetLastMillisecondWithTimeZone();0.3740
org.jfree.data.category.DefaultCategoryDatasetTest.testGetValue();0.1870
org.jfree.chart.block.GridArrangementTest.testNullBlock_FR();0.1187
org.jfree.data.category.DefaultCategoryDatasetTest.testSerialization();0.1929
org.jfree.chart.StandardChartThemeTest.testSerialization();0.1929
org.jfree.data.time.TimePeriodValuesCollectionTest.testGetDomainBoundsWithInterval();0.5844
org.jfree.chart.axis.StandardTickUnitSourceTest.testEquals();0.5143
org.jfree.chart.labels.StandardCategorySeriesLabelGeneratorTest.testGenerateLabel();0.2338
org.jfree.chart.AreaChartTest.testSetSeriesURLGenerator();0.3572
org.jfree.chart.labels.BoxAndWhiskerToolTipGeneratorTest.testHashCode();0.0626
org.jfree.data.time.ohlc.OHLCSeriesTest.testSetMaximumItemCount();0.1870
org.jfree.chart.axis.SubCategoryAxisTest.testSerialization();0.1929
org.jfree.chart.block.RectangleConstraintTest.testCalculateConstrainedSize();0.2104
org.jfree.chart.plot.dial.AbstractDialLayerTest.testSerialization();0.1929
org.jfree.data.time.YearTest.test1900Next();0.1775
org.jfree.data.time.TimePeriodValuesCollectionTest.testGetDomainBoundsWithoutInterval();0.2571
org.jfree.chart.renderer.category.MinMaxCategoryRendererTest.testHashcode();0.0430
org.jfree.chart.internal.ArgsTest.testRequireInRange();0.0701
org.jfree.chart.renderer.xy.StackedXYBarRendererTest.testHashcode();0.0430
org.jfree.data.function.NormalDistributionFunction2DTest.testEquals();0.5143
org.jfree.data.general.DatasetUtilsTest.testIterateRangeBounds3_CategoryDataset();0.3273
org.jfree.data.time.SecondTest.testGetStart();0.0043
org.jfree.data.time.HourTest.testGetLastMillisecond();0.0627
org.jfree.data.general.DefaultPieDatasetTest.testGetKey();0.3273
org.jfree.data.DefaultKeyedValues2DTest.testSparsePopulation();0.3205
org.jfree.chart.WaterfallChartTest.testSetSeriesToolTipGenerator();0.4196
org.jfree.chart.renderer.category.BarRendererTest.testSerialization();0.1929
org.jfree.chart.renderer.category.BoxAndWhiskerRendererTest.testDrawWithNullMaxRegular();0.2571
org.jfree.chart.plot.SpiderWebPlotTest.testDrawWithNullInfo();0.3039
org.jfree.data.xy.DefaultOHLCDatasetTest.testPublicCloneable();0.1173
org.jfree.data.time.ohlc.OHLCItemTest.testHashcode();0.0430
org.jfree.chart.internal.ShapeUtilsTest.testCloneRectangularShape();0.1896
org.jfree.chart.labels.StandardPieSectionLabelGeneratorTest.testEquals();0.5143
org.jfree.data.xy.YIntervalSeriesCollectionTest.testSerialization();0.1929
org.jfree.chart.entity.PieSectionEntityTest.testEquals();0.5143
org.jfree.data.xy.XYIntervalSeriesTest.testSetMaximumItemCount();0.1870
org.jfree.data.xy.CategoryTableXYDatasetTest.testEquals();0.5143
org.jfree.data.time.SecondTest.testDateConstructor2();0.1636
org.jfree.chart.plot.ThermometerPlotTest.testEquals();0.5143
org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetColumnIndex();0.1636
org.jfree.data.statistics.StatisticsTest.testCalculateMedian6();0.0701
org.jfree.data.gantt.TaskSeriesTest.testEquals();0.5143
org.jfree.data.xy.TableXYDatasetTest.testRemoveAllValuesForX();0.1870
org.jfree.data.xy.YIntervalSeriesCollectionTest.test1170825();0.2805
org.jfree.data.xy.IntervalXYDelegateTest.testSerialization();0.1929
org.jfree.chart.GanttChartTest.testSetSeriesURLGenerator();0.3572
org.jfree.chart.axis.PeriodAxisTest.test1932146();0.3395
org.jfree.chart.renderer.xy.XYBlockRendererTest.testCloning();0.0234
org.jfree.data.time.WeekTest.testHashcode();0.0430
org.jfree.data.xy.DefaultXYDatasetTest.testGetSeriesKey();0.4442
org.jfree.data.time.DayTest.testDateConstructor2();0.1636
org.jfree.data.time.WeekTest.testWeek532005();0.3798
org.jfree.data.xy.VectorSeriesTest.testAdd();0.3532
org.jfree.data.RangeTest.testHashCode();0.0626
org.jfree.chart.renderer.xy.XYShapeRendererTest.testFindZBounds();0.4693
org.jfree.data.DataUtilsTest.testClone();0.1913
org.jfree.chart.entity.StandardEntityCollectionTest.testEquals();0.5143
org.jfree.data.time.MillisecondTest.testEqualsSelf();0.1181
org.jfree.chart.renderer.AbstractRendererTest.testEquals_ObjectList2();0.1169
org.jfree.chart.annotations.XYLineAnnotationTest.testSerialization();0.1929
org.jfree.chart.axis.CategoryAxisTest.testCloning2();0.5610
org.jfree.data.category.DefaultIntervalCategoryDatasetTest.testGetRowAndColumnCount();0.0935
org.jfree.chart.renderer.xy.XYSplineRendererTest.testPublicCloneable();0.1173
org.jfree.data.time.QuarterTest.testParseQuarter();0.1636
org.jfree.data.time.YearTest.testDateConstructor2();0.1636
org.jfree.data.xy.TableXYDatasetTest.test788597();0.2363
org.jfree.chart.plot.CategoryPlotTest.testCloning2();0.5610
org.jfree.chart.renderer.xy.DeviationRendererTest.testHashcode();0.0430
org.jfree.data.xy.VectorTest.testSerialization();0.1929
org.jfree.data.time.DayTest.testSerialization();0.1929
org.jfree.data.xy.DefaultIntervalXYDatasetTest.testSerialization();0.1929
org.jfree.chart.ChartRenderingInfoTest.testSerialization2();0.2470
org.jfree.chart.axis.MarkerAxisBandTest.testHashCode();0.0626
org.jfree.data.time.DayTest.testNextPrevious();0.3792
org.jfree.chart.plot.compass.PlumNeedleTest.testSerialization();0.1929
